what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1423231924164
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1423231935413
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1423231949173
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1423231960079
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1423231981141
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1423231983839
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1423232003900
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1423232029985
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1423232143388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423235207723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423240136266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423240138026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423240139302
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423240141475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423240344943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423241256795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423243041203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423243044353
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423243046121
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1423243046264
